File,Issue,Date,Details
,,19/5/2022,"No maintenance has been done, Please do soon"
,,20/5/2022,"No maintenance has been done, Please do soon"
,,21/5/2022,"No maintenance has been done, Please do soon"
,,22/5/2022,"No maintenance has been done, Please do soon"
,,23/5/2022,"No maintenance has been done, Please do soon"
,,24/5/2022,"No maintenance has been done, Please do soon"
,,25/5/2022,"No maintenance has been done, Please do soon"
,,26/5/2022,"No maintenance has been done, Please do soon"
,,27/5/2022,"No maintenance has been done, Please do soon"
,,28/5/2022,"No maintenance has been done, Please do soon"
,,29/5/2022,"No maintenance has been done, Please do soon"
,,30/5/2022,"No maintenance has been done, Please do soon"
,,31/5/2022,"No maintenance has been done, Please do soon"
,,1/6/2022,"No maintenance has been done, Please do soon"
,,2/6/2022,"No maintenance has been done, Please do soon"
,,3/6/2022,"No maintenance has been done, Please do soon"
,,4/6/2022,"No maintenance has been done, Please do soon"
,,5/6/2022,"No maintenance has been done, Please do soon"
,,6/6/2022,"No maintenance has been done, Please do soon"
,,7/6/2022,"No maintenance has been done, Please do soon"
,,8/6/2022,"No maintenance has been done, Please do soon"
,,9/6/2022,"No maintenance has been done, Please do soon"
,,10/6/2022,"No maintenance has been done, Please do soon"
,,11/6/2022,"No maintenance has been done, Please do soon"
,,12/6/2022,"No maintenance has been done, Please do soon"
,,13/6/2022,"No maintenance has been done, Please do soon"
,,14/6/2022,"No maintenance has been done, Please do soon"
,,15/6/2022,"No maintenance has been done, Please do soon"
,,16/6/2022,"No maintenance has been done, Please do soon"
,,17/6/2022,"No maintenance has been done, Please do soon"
,,18/6/2022,"No maintenance has been done, Please do soon"
,,19/6/2022,"No maintenance has been done, Please do soon"
,,20/6/2022,"No maintenance has been done, Please do soon"
,,21/6/2022,"No maintenance has been done, Please do soon"
,,22/6/2022,"No maintenance has been done, Please do soon"
,,23/6/2022,"No maintenance has been done, Please do soon"
,,24/6/2022,"No maintenance has been done, Please do soon"
,,25/6/2022,"No maintenance has been done, Please do soon"
,,26/6/2022,"No maintenance has been done, Please do soon"
,,27/6/2022,"No maintenance has been done, Please do soon"
,,28/6/2022,"No maintenance has been done, Please do soon"
,,29/6/2022,"No maintenance has been done, Please do soon"
,,30/6/2022,"No maintenance has been done, Please do soon"
,,1/7/2022,"No maintenance has been done, Please do soon"
,,2/7/2022,"No maintenance has been done, Please do soon"
,,3/7/2022,"No maintenance has been done, Please do soon"
,,4/7/2022,"No maintenance has been done, Please do soon"
,,5/7/2022,"No maintenance has been done, Please do soon"
,,6/7/2022,"No maintenance has been done, Please do soon"
,,7/7/2022,"No maintenance has been done, Please do soon"
,,8/7/2022,"No maintenance has been done, Please do soon"
,,9/7/2022,"No maintenance has been done, Please do soon"
,,10/7/2022,"No maintenance has been done, Please do soon"
,,11/7/2022,"No maintenance has been done, Please do soon"
,,12/7/2022,"No maintenance has been done, Please do soon"
,,13/7/2022,"No maintenance has been done, Please do soon"
,,14/7/2022,"No maintenance has been done, Please do soon"
,,15/7/2022,"No maintenance has been done, Please do soon"
,,16/7/2022,"No maintenance has been done, Please do soon"
,,17/7/2022,"No maintenance has been done, Please do soon"
,,18/7/2022,"No maintenance has been done, Please do soon"
,,19/7/2022,"No maintenance has been done, Please do soon"
,,20/7/2022,"No maintenance has been done, Please do soon"
,,21/7/2022,"No maintenance has been done, Please do soon"
,,22/7/2022,"No maintenance has been done, Please do soon"
,,23/7/2022,"No maintenance has been done, Please do soon"
,,24/7/2022,"No maintenance has been done, Please do soon"
,,25/7/2022,"No maintenance has been done, Please do soon"
,,26/7/2022,"No maintenance has been done, Please do soon"
,,27/7/2022,"No maintenance has been done, Please do soon"
,,28/7/2022,"No maintenance has been done, Please do soon"
,,29/7/2022,"No maintenance has been done, Please do soon"
,,30/7/2022,"No maintenance has been done, Please do soon"
,,31/7/2022,"No maintenance has been done, Please do soon"
,,1/8/2022,"No maintenance has been done, Please do soon"
,,2/8/2022,"No maintenance has been done, Please do soon"
,,3/8/2022,"No maintenance has been done, Please do soon"
,,4/8/2022,"No maintenance has been done, Please do soon"
,,5/8/2022,"No maintenance has been done, Please do soon"
,,6/8/2022,"No maintenance has been done, Please do soon"
,,7/8/2022,"No maintenance has been done, Please do soon"
,,8/8/2022,"No maintenance has been done, Please do soon"
,,9/8/2022,"No maintenance has been done, Please do soon"
,,10/8/2022,"No maintenance has been done, Please do soon"
,,11/8/2022,"No maintenance has been done, Please do soon"
,,12/8/2022,"No maintenance has been done, Please do soon"
,,13/8/2022,"No maintenance has been done, Please do soon"
,,14/8/2022,"No maintenance has been done, Please do soon"
,,15/8/2022,"No maintenance has been done, Please do soon"
,,16/8/2022,"No maintenance has been done, Please do soon"
,,17/8/2022,"No maintenance has been done, Please do soon"
,,18/8/2022,"No maintenance has been done, Please do soon"
,,19/8/2022,"No maintenance has been done, Please do soon"
,,20/8/2022,"No maintenance has been done, Please do soon"
,,21/8/2022,"No maintenance has been done, Please do soon"
,,22/8/2022,"No maintenance has been done, Please do soon"
,,23/8/2022,"No maintenance has been done, Please do soon"
,,24/8/2022,"No maintenance has been done, Please do soon"
,,25/8/2022,"No maintenance has been done, Please do soon"
,,26/8/2022,"No maintenance has been done, Please do soon"
,,27/8/2022,"No maintenance has been done, Please do soon"
,,28/8/2022,"No maintenance has been done, Please do soon"
,,29/8/2022,"No maintenance has been done, Please do soon"
,,30/8/2022,"No maintenance has been done, Please do soon"
,,31/8/2022,"No maintenance has been done, Please do soon"
,,1/9/2022,"No maintenance has been done, Please do soon"
,,2/9/2022,"No maintenance has been done, Please do soon"
,,3/9/2022,"No maintenance has been done, Please do soon"
,,4/9/2022,"No maintenance has been done, Please do soon"
,,5/9/2022,"No maintenance has been done, Please do soon"
,,6/9/2022,"No maintenance has been done, Please do soon"
,,7/9/2022,"No maintenance has been done, Please do soon"
,,8/9/2022,"No maintenance has been done, Please do soon"
,,9/9/2022,"No maintenance has been done, Please do soon"
,,10/9/2022,"No maintenance has been done, Please do soon"
,,11/9/2022,"No maintenance has been done, Please do soon"
,,12/9/2022,"No maintenance has been done, Please do soon"
,,13/9/2022,"No maintenance has been done, Please do soon"
,,14/9/2022,"No maintenance has been done, Please do soon"
,,15/9/2022,"No maintenance has been done, Please do soon"
,,16/9/2022,"No maintenance has been done, Please do soon"
,,17/9/2022,"No maintenance has been done, Please do soon"
,,18/9/2022,"No maintenance has been done, Please do soon"
,,19/9/2022,"No maintenance has been done, Please do soon"
,,20/9/2022,"No maintenance has been done, Please do soon"
,,21/9/2022,"No maintenance has been done, Please do soon"
,,22/9/2022,"No maintenance has been done, Please do soon"
,,23/9/2022,"No maintenance has been done, Please do soon"
,,24/9/2022,"No maintenance has been done, Please do soon"
,,25/9/2022,"No maintenance has been done, Please do soon"
,,26/9/2022,"No maintenance has been done, Please do soon"
,,27/9/2022,"No maintenance has been done, Please do soon"
,,28/9/2022,"No maintenance has been done, Please do soon"
,,29/9/2022,"No maintenance has been done, Please do soon"
,,30/9/2022,"No maintenance has been done, Please do soon"
,,1/10/2022,"No maintenance has been done, Please do soon"
,,2/10/2022,"No maintenance has been done, Please do soon"
,,3/10/2022,"No maintenance has been done, Please do soon"
,,4/10/2022,"No maintenance has been done, Please do soon"
,,5/10/2022,"No maintenance has been done, Please do soon"
,,6/10/2022,"No maintenance has been done, Please do soon"
,,7/10/2022,"No maintenance has been done, Please do soon"
,,8/10/2022,"No maintenance has been done, Please do soon"
,,9/10/2022,"No maintenance has been done, Please do soon"
,,10/10/2022,"No maintenance has been done, Please do soon"
,,11/10/2022,"No maintenance has been done, Please do soon"
,,12/10/2022,"No maintenance has been done, Please do soon"
,,13/10/2022,"No maintenance has been done, Please do soon"
,,14/10/2022,"No maintenance has been done, Please do soon"
,,15/10/2022,"No maintenance has been done, Please do soon"
,,16/10/2022,"No maintenance has been done, Please do soon"
,,17/10/2022,"No maintenance has been done, Please do soon"
,,18/10/2022,"No maintenance has been done, Please do soon"
,,19/10/2022,"No maintenance has been done, Please do soon"
,,20/10/2022,"No maintenance has been done, Please do soon"
,,21/10/2022,"No maintenance has been done, Please do soon"
,,22/10/2022,"No maintenance has been done, Please do soon"
,,23/10/2022,"No maintenance has been done, Please do soon"
,,24/10/2022,"No maintenance has been done, Please do soon"
,,25/10/2022,"No maintenance has been done, Please do soon"
,,26/10/2022,"No maintenance has been done, Please do soon"
,,27/10/2022,"No maintenance has been done, Please do soon"
,,28/10/2022,"No maintenance has been done, Please do soon"
,,29/10/2022,"No maintenance has been done, Please do soon"
,,30/10/2022,"No maintenance has been done, Please do soon"
,,31/10/2022,"No maintenance has been done, Please do soon"
,,1/11/2022,"No maintenance has been done, Please do soon"
,,2/11/2022,"No maintenance has been done, Please do soon"
,,3/11/2022,"No maintenance has been done, Please do soon"
,,4/11/2022,"No maintenance has been done, Please do soon"
,,5/11/2022,"No maintenance has been done, Please do soon"
,,6/11/2022,"No maintenance has been done, Please do soon"
,,7/11/2022,"No maintenance has been done, Please do soon"
,,8/11/2022,"No maintenance has been done, Please do soon"
,,9/11/2022,"No maintenance has been done, Please do soon"
,,10/11/2022,"No maintenance has been done, Please do soon"
,,11/11/2022,"No maintenance has been done, Please do soon"
,,12/11/2022,"No maintenance has been done, Please do soon"
,,13/11/2022,"No maintenance has been done, Please do soon"
,,14/11/2022,"No maintenance has been done, Please do soon"
,,15/11/2022,"No maintenance has been done, Please do soon"
,,16/11/2022,"No maintenance has been done, Please do soon"
,,17/11/2022,"No maintenance has been done, Please do soon"
,,18/11/2022,"No maintenance has been done, Please do soon"
,,19/11/2022,"No maintenance has been done, Please do soon"
,,20/11/2022,"No maintenance has been done, Please do soon"
,,21/11/2022,"No maintenance has been done, Please do soon"
,,22/11/2022,"No maintenance has been done, Please do soon"
,,23/11/2022,"No maintenance has been done, Please do soon"
,,24/11/2022,"No maintenance has been done, Please do soon"
,,25/11/2022,"No maintenance has been done, Please do soon"
,,26/11/2022,"No maintenance has been done, Please do soon"
,,27/11/2022,"No maintenance has been done, Please do soon"
,,28/11/2022,"No maintenance has been done, Please do soon"
,,29/11/2022,"No maintenance has been done, Please do soon"
,,30/11/2022,"No maintenance has been done, Please do soon"
,,1/12/2022,"No maintenance has been done, Please do soon"
,,2/12/2022,"No maintenance has been done, Please do soon"
,,3/12/2022,"No maintenance has been done, Please do soon"
,,4/12/2022,"No maintenance has been done, Please do soon"
,,5/12/2022,"No maintenance has been done, Please do soon"
,,6/12/2022,"No maintenance has been done, Please do soon"
,,7/12/2022,"No maintenance has been done, Please do soon"
,,8/12/2022,"No maintenance has been done, Please do soon"
,,9/12/2022,"No maintenance has been done, Please do soon"
,,10/12/2022,"No maintenance has been done, Please do soon"
,,11/12/2022,"No maintenance has been done, Please do soon"
,,12/12/2022,"No maintenance has been done, Please do soon"
,,13/12/2022,"No maintenance has been done, Please do soon"
,,14/12/2022,"No maintenance has been done, Please do soon"
,,15/12/2022,"No maintenance has been done, Please do soon"
,,16/12/2022,"No maintenance has been done, Please do soon"
,,17/12/2022,"No maintenance has been done, Please do soon"
,,18/12/2022,"No maintenance has been done, Please do soon"
,,19/12/2022,"No maintenance has been done, Please do soon"
,,20/12/2022,"No maintenance has been done, Please do soon"
,,21/12/2022,"No maintenance has been done, Please do soon"
,,22/12/2022,"No maintenance has been done, Please do soon"
,,23/12/2022,"No maintenance has been done, Please do soon"
,,24/12/2022,"No maintenance has been done, Please do soon"
,,25/12/2022,"No maintenance has been done, Please do soon"
,,26/12/2022,"No maintenance has been done, Please do soon"
,,27/12/2022,"No maintenance has been done, Please do soon"
,,28/12/2022,"No maintenance has been done, Please do soon"
,,29/12/2022,"No maintenance has been done, Please do soon"
,,30/12/2022,"No maintenance has been done, Please do soon"
,,31/12/2022,"No maintenance has been done, Please do soon"
,,1/1/2023,"No maintenance has been done, Please do soon"
,,2/1/2023,"No maintenance has been done, Please do soon"
,,3/1/2023,"No maintenance has been done, Please do soon"
,,4/1/2023,"No maintenance has been done, Please do soon"
,,5/1/2023,"No maintenance has been done, Please do soon"
,,6/1/2023,"No maintenance has been done, Please do soon"
,,7/1/2023,"No maintenance has been done, Please do soon"
,,8/1/2023,"No maintenance has been done, Please do soon"
,,9/1/2023,"No maintenance has been done, Please do soon"
,,10/1/2023,"No maintenance has been done, Please do soon"
,,11/1/2023,"No maintenance has been done, Please do soon"
,,12/1/2023,"No maintenance has been done, Please do soon"
,,13/1/2023,"No maintenance has been done, Please do soon"
,,14/1/2023,"No maintenance has been done, Please do soon"
,,15/1/2023,"No maintenance has been done, Please do soon"
,,16/1/2023,"No maintenance has been done, Please do soon"
,,17/1/2023,"No maintenance has been done, Please do soon"
,,18/1/2023,"No maintenance has been done, Please do soon"
,,19/1/2023,"No maintenance has been done, Please do soon"
,,20/1/2023,"No maintenance has been done, Please do soon"
,,21/1/2023,"No maintenance has been done, Please do soon"
,,22/1/2023,"No maintenance has been done, Please do soon"
,,23/1/2023,"No maintenance has been done, Please do soon"
,,24/1/2023,"No maintenance has been done, Please do soon"
,,25/1/2023,"No maintenance has been done, Please do soon"
,,26/1/2023,"No maintenance has been done, Please do soon"
,,27/1/2023,"No maintenance has been done, Please do soon"
,,28/1/2023,"No maintenance has been done, Please do soon"
,,29/1/2023,"No maintenance has been done, Please do soon"
,,30/1/2023,"No maintenance has been done, Please do soon"
,,31/1/2023,"No maintenance has been done, Please do soon"
,,1/2/2023,"No maintenance has been done, Please do soon"
,,2/2/2023,"No maintenance has been done, Please do soon"
,,3/2/2023,"No maintenance has been done, Please do soon"
,,4/2/2023,"No maintenance has been done, Please do soon"
,,5/2/2023,"No maintenance has been done, Please do soon"
,,6/2/2023,"No maintenance has been done, Please do soon"
,,7/2/2023,"No maintenance has been done, Please do soon"
,,8/2/2023,"No maintenance has been done, Please do soon"
,,9/2/2023,"No maintenance has been done, Please do soon"
,,10/2/2023,"No maintenance has been done, Please do soon"
,,11/2/2023,"No maintenance has been done, Please do soon"
,,12/2/2023,"No maintenance has been done, Please do soon"
,,13/2/2023,"No maintenance has been done, Please do soon"
,,14/2/2023,"No maintenance has been done, Please do soon"
,,15/2/2023,"No maintenance has been done, Please do soon"
,,16/2/2023,"No maintenance has been done, Please do soon"
,,17/2/2023,"No maintenance has been done, Please do soon"
,,18/2/2023,"No maintenance has been done, Please do soon"
,,19/2/2023,"No maintenance has been done, Please do soon"
,,20/2/2023,"No maintenance has been done, Please do soon"
,,21/2/2023,"No maintenance has been done, Please do soon"
,,22/2/2023,"No maintenance has been done, Please do soon"
,,23/2/2023,"No maintenance has been done, Please do soon"
,,24/2/2023,"No maintenance has been done, Please do soon"
,,25/2/2023,"No maintenance has been done, Please do soon"
,,26/2/2023,"No maintenance has been done, Please do soon"
,,27/2/2023,"No maintenance has been done, Please do soon"
,,28/2/2023,"No maintenance has been done, Please do soon"
,,1/3/2023,"No maintenance has been done, Please do soon"
,,2/3/2023,"No maintenance has been done, Please do soon"
,,3/3/2023,"No maintenance has been done, Please do soon"
,,4/3/2023,"No maintenance has been done, Please do soon"
,,5/3/2023,"No maintenance has been done, Please do soon"
,,6/3/2023,"No maintenance has been done, Please do soon"
,,7/3/2023,"No maintenance has been done, Please do soon"
,,8/3/2023,"No maintenance has been done, Please do soon"
,,9/3/2023,"No maintenance has been done, Please do soon"
,,10/3/2023,"No maintenance has been done, Please do soon"
,,11/3/2023,"No maintenance has been done, Please do soon"
,,12/3/2023,"No maintenance has been done, Please do soon"
,,13/3/2023,"No maintenance has been done, Please do soon"
,,14/3/2023,"No maintenance has been done, Please do soon"
,,15/3/2023,"No maintenance has been done, Please do soon"
,,16/3/2023,"No maintenance has been done, Please do soon"
,,17/3/2023,"No maintenance has been done, Please do soon"
,,18/3/2023,"No maintenance has been done, Please do soon"
,,19/3/2023,"No maintenance has been done, Please do soon"
,,20/3/2023,"No maintenance has been done, Please do soon"
,,21/3/2023,"No maintenance has been done, Please do soon"
,,22/3/2023,"No maintenance has been done, Please do soon"
,,23/3/2023,"No maintenance has been done, Please do soon"
,,24/3/2023,"No maintenance has been done, Please do soon"
,,25/3/2023,"No maintenance has been done, Please do soon"
,,26/3/2023,"No maintenance has been done, Please do soon"
,,27/3/2023,"No maintenance has been done, Please do soon"
,,28/3/2023,"No maintenance has been done, Please do soon"
,,29/3/2023,"No maintenance has been done, Please do soon"
,,30/3/2023,"No maintenance has been done, Please do soon"
,,31/3/2023,"No maintenance has been done, Please do soon"
,,1/4/2023,"No maintenance has been done, Please do soon"
,,2/4/2023,"No maintenance has been done, Please do soon"
,,3/4/2023,"No maintenance has been done, Please do soon"
,,4/4/2023,"No maintenance has been done, Please do soon"
,,5/4/2023,"No maintenance has been done, Please do soon"
,,6/4/2023,"No maintenance has been done, Please do soon"
,,7/4/2023,"No maintenance has been done, Please do soon"
,,8/4/2023,"No maintenance has been done, Please do soon"
,,9/4/2023,"No maintenance has been done, Please do soon"
,,10/4/2023,"No maintenance has been done, Please do soon"
,,11/4/2023,"No maintenance has been done, Please do soon"
,,12/4/2023,"No maintenance has been done, Please do soon"
,,13/4/2023,"No maintenance has been done, Please do soon"
,,14/4/2023,"No maintenance has been done, Please do soon"
,,15/4/2023,"No maintenance has been done, Please do soon"
,,16/4/2023,"No maintenance has been done, Please do soon"
,,17/4/2023,"No maintenance has been done, Please do soon"
,,18/4/2023,"No maintenance has been done, Please do soon"
,,19/4/2023,"No maintenance has been done, Please do soon"
,,20/4/2023,"No maintenance has been done, Please do soon"
,,21/4/2023,"No maintenance has been done, Please do soon"
,,22/4/2023,"No maintenance has been done, Please do soon"
,,23/4/2023,"No maintenance has been done, Please do soon"
,,24/4/2023,"No maintenance has been done, Please do soon"
,,25/4/2023,"No maintenance has been done, Please do soon"
,,26/4/2023,"No maintenance has been done, Please do soon"
,,27/4/2023,"No maintenance has been done, Please do soon"
,,28/4/2023,"No maintenance has been done, Please do soon"
,,29/4/2023,"No maintenance has been done, Please do soon"
,,30/4/2023,"No maintenance has been done, Please do soon"
,,1/5/2023,"No maintenance has been done, Please do soon"
,,2/5/2023,"No maintenance has been done, Please do soon"
,,3/5/2023,"No maintenance has been done, Please do soon"
,,4/5/2023,"No maintenance has been done, Please do soon"
,,5/5/2023,"No maintenance has been done, Please do soon"
,,6/5/2023,"No maintenance has been done, Please do soon"
,,7/5/2023,"No maintenance has been done, Please do soon"
,,8/5/2023,"No maintenance has been done, Please do soon"
,,9/5/2023,"No maintenance has been done, Please do soon"
,,10/5/2023,"No maintenance has been done, Please do soon"
,,11/5/2023,"No maintenance has been done, Please do soon"
,,12/5/2023,"No maintenance has been done, Please do soon"
,,13/5/2023,"No maintenance has been done, Please do soon"
,,14/5/2023,"No maintenance has been done, Please do soon"
,,15/5/2023,"No maintenance has been done, Please do soon"
,,16/5/2023,"No maintenance has been done, Please do soon"
,,17/5/2023,"No maintenance has been done, Please do soon"
,,18/5/2023,"No maintenance has been done, Please do soon"
,,19/5/2023,"No maintenance has been done, Please do soon"
,,20/5/2023,"No maintenance has been done, Please do soon"
,,21/5/2023,"No maintenance has been done, Please do soon"
,,22/5/2023,"No maintenance has been done, Please do soon"
,,23/5/2023,"No maintenance has been done, Please do soon"
,,24/5/2023,"No maintenance has been done, Please do soon"
,,25/5/2023,"No maintenance has been done, Please do soon"
,,26/5/2023,"No maintenance has been done, Please do soon"
,,27/5/2023,"No maintenance has been done, Please do soon"
,,28/5/2023,"No maintenance has been done, Please do soon"
,,29/5/2023,"No maintenance has been done, Please do soon"
,,30/5/2023,"No maintenance has been done, Please do soon"
,,31/5/2023,"No maintenance has been done, Please do soon"
,,1/6/2023,"No maintenance has been done, Please do soon"
,,2/6/2023,"No maintenance has been done, Please do soon"
,,3/6/2023,"No maintenance has been done, Please do soon"
,,4/6/2023,"No maintenance has been done, Please do soon"
,,5/6/2023,"No maintenance has been done, Please do soon"
,,6/6/2023,"No maintenance has been done, Please do soon"
,,7/6/2023,"No maintenance has been done, Please do soon"
,,8/6/2023,"No maintenance has been done, Please do soon"
,,9/6/2023,"No maintenance has been done, Please do soon"
,,10/6/2023,"No maintenance has been done, Please do soon"
,,11/6/2023,"No maintenance has been done, Please do soon"
,,12/6/2023,"No maintenance has been done, Please do soon"
,,13/6/2023,"No maintenance has been done, Please do soon"
,,14/6/2023,"No maintenance has been done, Please do soon"
,,15/6/2023,"No maintenance has been done, Please do soon"
,,16/6/2023,"No maintenance has been done, Please do soon"
,,17/6/2023,"No maintenance has been done, Please do soon"
,,18/6/2023,"No maintenance has been done, Please do soon"
,,19/6/2023,"No maintenance has been done, Please do soon"
,,20/6/2023,"No maintenance has been done, Please do soon"
,,21/6/2023,"No maintenance has been done, Please do soon"
,,22/6/2023,"No maintenance has been done, Please do soon"
,,23/6/2023,"No maintenance has been done, Please do soon"
,,24/6/2023,"No maintenance has been done, Please do soon"
,,25/6/2023,"No maintenance has been done, Please do soon"
,,26/6/2023,"No maintenance has been done, Please do soon"
,,27/6/2023,"No maintenance has been done, Please do soon"
,,28/6/2023,"No maintenance has been done, Please do soon"
,,29/6/2023,"No maintenance has been done, Please do soon"
,,30/6/2023,"No maintenance has been done, Please do soon"
,,1/7/2023,"No maintenance has been done, Please do soon"
,,2/7/2023,"No maintenance has been done, Please do soon"
,,3/7/2023,"No maintenance has been done, Please do soon"
,,4/7/2023,"No maintenance has been done, Please do soon"
,,5/7/2023,"No maintenance has been done, Please do soon"
,,6/7/2023,"No maintenance has been done, Please do soon"
2017507,Gantry,7/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,8/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,9/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,10/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,11/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,12/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,13/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,14/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,15/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,16/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,17/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,18/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,19/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,20/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
