Index,Date Created,Device ID,Temperature(°C),Humidity(%),CO2(ppm),Battery,Last Seen,RSSI,loRaSNR,Frequency,DR
2102,15/1/2024,24e124725c065829,23.1,52,561,27,16 days ago,-57,7.25,922600000,2
2103,15/1/2024,24e124725c065829,23,55.5,556,27,16 days ago,-59,8.25,922400000,2
2104,15/1/2024,24e124725c065829,23.1,53,547,27,16 days ago,-57,8.5,922200000,2
2105,15/1/2024,24e124725c065829,23.2,44,539,27,16 days ago,-61,9.5,923200000,2
2106,15/1/2024,24e124725c065829,23.1,51,537,27,16 days ago,-60,9,923200000,2
2107,15/1/2024,24e124725c065829,23.2,54.5,500,27,16 days ago,-60,10.25,922800000,2
2108,15/1/2024,24e124725c065829,22.9,51.5,499,27,16 days ago,-61,11.5,923200000,2
2109,15/1/2024,24e124725c065829,23.1,53.5,484,27,16 days ago,-59,8.5,922200000,2
2110,15/1/2024,24e124725c065829,23,51,484,27,16 days ago,-57,8,922400000,2
2111,15/1/2024,24e124725c065829,23,40.5,482,27,16 days ago,-59,7.5,923200000,2
2112,15/1/2024,24e124725c065829,23,42.5,476,27,16 days ago,-58,9.5,922400000,2
2113,15/1/2024,24e124725c065829,23.1,47.5,472,27,16 days ago,-59,8.5,923200000,2
2114,15/1/2024,24e124725c065829,22.9,51.5,475,27,16 days ago,-57,8.5,922800000,2
2115,15/1/2024,24e124725c065829,22.9,52,466,27,16 days ago,-61,10.5,922400000,2
2116,15/1/2024,24e124725c065829,22.9,52.5,474,27,16 days ago,-57,8.25,922400000,2
2117,15/1/2024,24e124725c065829,22.8,40,459,27,16 days ago,-57,7.75,922800000,2
2118,15/1/2024,24e124725c065829,22.9,47.5,459,27,16 days ago,-57,7.5,923200000,2
2119,15/1/2024,24e124725c065829,22.8,49.5,452,27,16 days ago,-57,6.5,922000000,2
2120,15/1/2024,24e124725c065829,22.8,52.5,459,27,16 days ago,-57,7.25,923400000,2
2121,15/1/2024,24e124725c065829,22.8,43.5,447,27,16 days ago,-56,7.75,922000000,2
2122,15/1/2024,24e124725c065829,22.8,47,443,27,16 days ago,-57,7.5,923400000,2
2123,15/1/2024,24e124725c065829,22.7,50.5,433,27,16 days ago,-56,7.25,922000000,2
2124,15/1/2024,24e124725c065829,23,39.5,438,27,16 days ago,-56,11,922200000,2
2125,15/1/2024,24e124725c065829,22.8,41,440,27,16 days ago,-57,7.75,922400000,2
2126,15/1/2024,24e124725c065829,22.9,43,424,27,16 days ago,-56,10.75,922200000,2
2127,15/1/2024,24e124725c065829,22.9,45,427,27,16 days ago,-57,9.25,923400000,2
2128,15/1/2024,24e124725c065829,22.9,44.5,438,27,16 days ago,-55,10.5,922800000,2
2129,15/1/2024,24e124725c065829,22.9,46.5,432,27,16 days ago,-55,11,922800000,2
2130,15/1/2024,24e124725c065829,22.6,45.5,445,27,16 days ago,-53,8.25,922200000,2
2131,15/1/2024,24e124725c065829,22.7,47.5,435,27,16 days ago,-55,6.75,922400000,2
2132,15/1/2024,24e124725c065829,22.9,47.5,437,27,16 days ago,-56,10,922200000,2
2133,15/1/2024,24e124725c065829,22.8,45,430,27,16 days ago,-55,7.5,922000000,2
2134,15/1/2024,24e124725c065829,22.9,41,433,27,16 days ago,-56,10.75,922200000,2
2135,15/1/2024,24e124725c065829,23,42,436,27,16 days ago,-55,9.5,922600000,2
2136,15/1/2024,24e124725c065829,22.9,49.5,432,27,16 days ago,-57,6.75,922400000,2
2137,15/1/2024,24e124725c065829,22.7,51,439,27,16 days ago,-54,8.25,922800000,2
2138,15/1/2024,24e124725c065829,22.8,51,435,27,16 days ago,-53,9.25,922600000,2
2139,15/1/2024,24e124725c065829,22.8,49.5,421,27,16 days ago,-53,9,922800000,2
2140,15/1/2024,24e124725c065829,22.9,49,424,27,16 days ago,-55,8.75,923200000,2
2141,15/1/2024,24e124725c065829,22.7,49,421,27,16 days ago,-55,6.25,922000000,2
2142,15/1/2024,24e124725c065829,22.7,47.5,438,27,16 days ago,-57,8.25,923400000,2
2143,15/1/2024,24e124725c065829,22.8,48.5,440,27,16 days ago,-59,8,922400000,2
2144,15/1/2024,24e124725c065829,22.8,46.5,428,27,16 days ago,-55,9.5,922800000,2
2145,15/1/2024,24e124725c065829,22.8,39.5,436,27,16 days ago,-56,10,922600000,2
2146,16/1/2024,24e124725c065829,22.8,41.5,433,27,16 days ago,-57,8.25,922400000,2
2147,16/1/2024,24e124725c065829,22.8,42,431,27,16 days ago,-57,8.5,923400000,2
2148,16/1/2024,24e124725c065829,22.8,45,431,27,16 days ago,-57,9.75,923400000,2
2149,16/1/2024,24e124725c065829,22.7,50,431,27,16 days ago,-56,10.5,923400000,2
2150,16/1/2024,24e124725c065829,22.7,51,415,27,16 days ago,-54,8.5,922800000,2
2151,16/1/2024,24e124725c065829,22.5,45,433,27,16 days ago,-56,8.75,922600000,2
2152,16/1/2024,24e124725c065829,22.7,40,424,27,16 days ago,-54,8.5,923200000,2
2153,16/1/2024,24e124725c065829,22.8,42,434,27,16 days ago,-57,8,922400000,2
2154,16/1/2024,24e124725c065829,22.8,40,436,27,16 days ago,-56,9.5,922600000,2
2155,16/1/2024,24e124725c065829,22.8,40,427,27,16 days ago,-57,8,923400000,2
2156,16/1/2024,24e124725c065829,22.7,40.5,435,27,16 days ago,-55,11.75,922800000,2
2157,16/1/2024,24e124725c065829,22.8,45,422,27,16 days ago,-54,9,922800000,2
2158,16/1/2024,24e124725c065829,22.9,48.5,430,27,16 days ago,-56,9.75,923200000,2
2159,16/1/2024,24e124725c065829,22.9,47,426,27,16 days ago,-54,7,922000000,2
2160,16/1/2024,24e124725c065829,22.8,43.5,423,27,16 days ago,-56,10.5,922200000,2
2161,16/1/2024,24e124725c065829,22.8,43.5,427,27,16 days ago,-56,8,922000000,2
2162,16/1/2024,24e124725c065829,22.8,41.5,423,27,16 days ago,-57,7.5,922200000,2
2163,16/1/2024,24e124725c065829,22.7,52,421,27,16 days ago,-59,7.5,923400000,2
2164,16/1/2024,24e124725c065829,22.8,44,432,27,16 days ago,-56,9.75,922600000,2
2165,16/1/2024,24e124725c065829,22.8,44,423,27,16 days ago,-59,5.75,922000000,2
2166,16/1/2024,24e124725c065829,22.9,43.5,427,27,16 days ago,-60,9,922600000,2
2167,16/1/2024,24e124725c065829,22.8,41,430,27,16 days ago,-56,8.25,922200000,2
2168,16/1/2024,24e124725c065829,22.9,44,431,27,16 days ago,-56,7.5,923200000,2
2169,16/1/2024,24e124725c065829,22.7,48.5,430,27,16 days ago,-55,6.5,922000000,2
2170,16/1/2024,24e124725c065829,22.9,49.5,431,27,16 days ago,-57,9.75,922600000,2
2171,16/1/2024,24e124725c065829,22.7,50.5,433,27,16 days ago,-54,9.25,923200000,2
2172,16/1/2024,24e124725c065829,22.8,48.5,424,27,16 days ago,-57,6.5,922000000,2
2173,16/1/2024,24e124725c065829,22.6,49.5,430,27,16 days ago,-59,8.75,923400000,2
2174,16/1/2024,24e124725c065829,22.7,49.5,426,27,16 days ago,-56,6.25,923200000,2
2175,16/1/2024,24e124725c065829,22.9,49,434,27,16 days ago,-57,10.25,923200000,2
2176,16/1/2024,24e124725c065829,22.8,49,431,27,16 days ago,-55,9,923200000,2
2177,16/1/2024,24e124725c065829,22.8,50,430,27,16 days ago,-53,6.75,922000000,2
2178,16/1/2024,24e124725c065829,22.8,50.5,426,27,16 days ago,-56,7.75,922400000,2
2179,16/1/2024,24e124725c065829,22.8,48.5,421,27,16 days ago,-55,11.5,922200000,2
2180,16/1/2024,24e124725c065829,22.9,50.5,427,27,16 days ago,-55,6.5,922000000,2
2181,16/1/2024,24e124725c065829,22.9,49,419,27,16 days ago,-57,9,922400000,2
2182,16/1/2024,24e124725c065829,22.8,49,425,27,16 days ago,-55,9.5,923400000,2
2183,16/1/2024,24e124725c065829,22.8,47,431,27,16 days ago,-57,7.75,923400000,2
2184,16/1/2024,24e124725c065829,22.8,47.5,420,27,16 days ago,-56,7.25,923400000,2
2185,16/1/2024,24e124725c065829,22.9,43,440,27,16 days ago,-55,7,922000000,2
2186,16/1/2024,24e124725c065829,22.9,46.5,441,27,16 days ago,-57,9.75,922600000,2
2187,16/1/2024,24e124725c065829,22.8,44.5,438,27,16 days ago,-56,10.75,922200000,2
2188,16/1/2024,24e124725c065829,22.9,43.5,444,27,16 days ago,-59,8.25,922400000,2
2189,16/1/2024,24e124725c065829,23,48.5,440,27,16 days ago,-56,7.25,922600000,2
2190,16/1/2024,24e124725c065829,23.2,47,467,27,16 days ago,-56,7.75,922000000,2
2191,16/1/2024,24e124725c065829,23.1,39.5,477,27,16 days ago,-56,7.5,922600000,2
2192,16/1/2024,24e124725c065829,22.9,42.5,500,27,16 days ago,-53,8.25,922600000,2
2193,16/1/2024,24e124725c065829,23,47,520,27,16 days ago,-56,10.5,922800000,2
2194,16/1/2024,24e124725c065829,23,50,555,27,16 days ago,-59,9,922400000,2
2195,16/1/2024,24e124725c065829,23,46,575,27,16 days ago,-56,9.5,922600000,2
2196,16/1/2024,24e124725c065829,23,44,591,27,16 days ago,-59,7.25,922400000,2
2197,16/1/2024,24e124725c065829,23,42.5,624,27,16 days ago,-57,8.75,922400000,2
2198,16/1/2024,24e124725c065829,23,41.5,650,27,16 days ago,-59,7,922000000,2
2199,16/1/2024,24e124725c065829,23,49,675,27,16 days ago,-55,9.5,922800000,2
2200,16/1/2024,24e124725c065829,23.1,44.5,682,27,16 days ago,-56,6.75,922000000,2
2201,16/1/2024,24e124725c065829,23,45,700,27,16 days ago,-55,7.75,922000000,2
2202,16/1/2024,24e124725c065829,23,42.5,699,27,16 days ago,-56,9.5,922800000,2
2203,16/1/2024,24e124725c065829,23,46.5,710,27,16 days ago,-55,10.25,922200000,2
2204,16/1/2024,24e124725c065829,23.1,50,703,27,16 days ago,-56,8,923200000,2
2205,16/1/2024,24e124725c065829,23.1,46.5,716,27,16 days ago,-57,10.25,922200000,2
2206,16/1/2024,24e124725c065829,23.2,41.5,709,27,16 days ago,-57,9,922600000,2
2207,16/1/2024,24e124725c065829,23.1,42,712,27,16 days ago,-57,8.5,923200000,2
2208,16/1/2024,24e124725c065829,23.2,42.5,719,27,16 days ago,-55,7,922000000,2
2209,16/1/2024,24e124725c065829,23,45,714,27,16 days ago,-55,8.75,923400000,2
2210,16/1/2024,24e124725c065829,23.2,50,711,27,16 days ago,-55,11.5,922800000,2
2211,16/1/2024,24e124725c065829,23.1,51.5,720,27,16 days ago,-57,10,923400000,2
2212,16/1/2024,24e124725c065829,23.1,44.5,717,27,16 days ago,-57,9.25,923400000,2
2213,16/1/2024,24e124725c065829,23,42.5,715,27,16 days ago,-57,11,922200000,2
2214,16/1/2024,24e124725c065829,22.9,49.5,676,27,16 days ago,-57,7.5,922400000,2
2215,16/1/2024,24e124725c065829,23.1,52,677,27,16 days ago,-57,7,922400000,2
2216,16/1/2024,24e124725c065829,23.2,46,683,27,16 days ago,-57,10.5,922800000,2
2217,16/1/2024,24e124725c065829,23,47.5,668,27,15 days ago,-55,10,922800000,2
2218,16/1/2024,24e124725c065829,23,43.5,660,27,15 days ago,-59,9.25,923400000,2
2219,16/1/2024,24e124725c065829,23,42,663,27,15 days ago,-59,8,922400000,2
2220,16/1/2024,24e124725c065829,23.2,44.5,644,27,15 days ago,-56,9.5,922200000,2
2221,16/1/2024,24e124725c065829,23.1,53.5,624,27,15 days ago,-57,10.75,922200000,2
2222,16/1/2024,24e124725c065829,23.1,49,619,27,15 days ago,-56,7.5,922000000,2
2223,16/1/2024,24e124725c065829,23.2,42.5,609,27,15 days ago,-56,7.5,923200000,2
2224,16/1/2024,24e124725c065829,23.1,43.5,580,27,15 days ago,-59,7.5,922400000,2
2225,16/1/2024,24e124725c065829,23,45.5,570,27,15 days ago,-57,6.75,922800000,2
2226,16/1/2024,24e124725c065829,23,43,542,27,15 days ago,-55,7.25,922000000,2
2227,16/1/2024,24e124725c065829,23,49.5,547,27,15 days ago,-55,9.5,922200000,2
2228,16/1/2024,24e124725c065829,22.9,43.5,551,27,15 days ago,-53,9.75,922800000,2
2229,16/1/2024,24e124725c065829,22.9,49,546,27,15 days ago,-57,9.75,922200000,2
2230,16/1/2024,24e124725c065829,23,48,547,27,15 days ago,-57,6.75,923400000,2
2231,16/1/2024,24e124725c065829,23,52,565,27,15 days ago,-56,10.5,923200000,2
2232,16/1/2024,24e124725c065829,23,51.5,558,27,15 days ago,-57,10.25,922200000,2
2233,16/1/2024,24e124725c065829,22.9,51.5,569,27,15 days ago,-56,9.25,923200000,2
2234,16/1/2024,24e124725c065829,23,51,591,27,15 days ago,-56,9,922200000,2
2235,16/1/2024,24e124725c065829,23.1,45.5,598,27,15 days ago,-57,9,922200000,2
2236,16/1/2024,24e124725c065829,23.2,45.5,593,27,15 days ago,-57,9.75,922200000,2
2237,16/1/2024,24e124725c065829,23,44.5,603,27,15 days ago,-57,8,922200000,2
2238,16/1/2024,24e124725c065829,23.1,43.5,600,27,15 days ago,-59,8,923400000,2
2239,16/1/2024,24e124725c065829,23,43.5,584,27,15 days ago,-54,9.25,923200000,2
2240,16/1/2024,24e124725c065829,23.1,42.5,587,27,15 days ago,-57,9.75,922600000,2
2241,16/1/2024,24e124725c065829,23,51.5,596,27,15 days ago,-57,8.75,923200000,2
2242,16/1/2024,24e124725c065829,22.9,44,583,27,15 days ago,-59,7.75,923200000,2
2243,16/1/2024,24e124725c065829,23,46,590,27,15 days ago,-59,8.5,922200000,2
2244,16/1/2024,24e124725c065829,23,50,598,27,15 days ago,-56,10,922200000,2
2245,16/1/2024,24e124725c065829,23.2,53,589,27,15 days ago,-57,11,923200000,2
2246,16/1/2024,24e124725c065829,23.2,50.5,577,27,15 days ago,-55,8.25,922800000,2
2247,16/1/2024,24e124725c065829,23.2,45.5,572,27,15 days ago,-55,9.5,922200000,2
2248,16/1/2024,24e124725c065829,23,42,571,27,15 days ago,-57,9.25,922600000,2
2249,16/1/2024,24e124725c065829,23.1,50.5,556,27,15 days ago,-56,9.25,922800000,2
2250,16/1/2024,24e124725c065829,22.9,51.5,539,27,15 days ago,-59,9.25,923200000,2
2251,16/1/2024,24e124725c065829,22.9,53,527,27,15 days ago,-56,6.75,923400000,2
2252,16/1/2024,24e124725c065829,23,52.5,513,27,15 days ago,-55,9,923200000,2
2253,16/1/2024,24e124725c065829,23,52,498,27,15 days ago,-59,10.75,923400000,2
2254,16/1/2024,24e124725c065829,22.9,40.5,471,27,15 days ago,-56,7,922200000,2
2255,16/1/2024,24e124725c065829,22.9,42,477,27,15 days ago,-55,7.25,922400000,2
2256,16/1/2024,24e124725c065829,22.9,42,474,27,15 days ago,-56,7.25,922000000,2
2257,16/1/2024,24e124725c065829,22.9,45,449,27,15 days ago,-56,9.25,922200000,2
2258,16/1/2024,24e124725c065829,22.9,46,457,27,15 days ago,-56,8,922200000,2
2259,16/1/2024,24e124725c065829,22.9,45.5,459,27,15 days ago,-56,8.25,922800000,2
2260,16/1/2024,24e124725c065829,23,45,445,27,15 days ago,-56,8.5,922200000,2
2261,16/1/2024,24e124725c065829,22.9,50.5,443,27,15 days ago,-55,8.75,922800000,2
2262,16/1/2024,24e124725c065829,22.8,45.5,454,27,15 days ago,-55,10.5,922800000,2
2263,16/1/2024,24e124725c065829,22.8,40,449,27,15 days ago,-56,8.25,923200000,2
2264,16/1/2024,24e124725c065829,22.9,42.5,438,27,15 days ago,-55,6.75,923400000,2
2265,16/1/2024,24e124725c065829,22.9,44.5,444,27,15 days ago,-55,8.25,922000000,2
2266,16/1/2024,24e124725c065829,22.8,51.5,427,27,15 days ago,-56,9,923400000,2
2267,16/1/2024,24e124725c065829,22.8,52.5,437,27,15 days ago,-56,9.5,922400000,2
2268,16/1/2024,24e124725c065829,22.9,49,439,27,15 days ago,-57,9,922400000,2
2269,16/1/2024,24e124725c065829,23,48.5,428,27,15 days ago,-56,6.5,922000000,2
2270,16/1/2024,24e124725c065829,22.8,51,435,27,15 days ago,-56,8.5,923400000,2
2271,16/1/2024,24e124725c065829,22.7,50,434,27,15 days ago,-56,7.5,923400000,2
2272,16/1/2024,24e124725c065829,22.8,50,435,27,15 days ago,-55,9.25,923200000,2
2273,16/1/2024,24e124725c065829,22.8,51.5,428,27,15 days ago,-57,7,922600000,2
2274,16/1/2024,24e124725c065829,22.8,50.5,436,27,15 days ago,-55,8.5,922200000,2
2275,16/1/2024,24e124725c065829,22.8,48.5,440,27,15 days ago,-54,9.75,923200000,2
2276,16/1/2024,24e124725c065829,22.7,47.5,429,27,15 days ago,-56,8.25,923400000,2
2277,16/1/2024,24e124725c065829,22.8,45.5,442,27,15 days ago,-53,8.5,922800000,2
2278,16/1/2024,24e124725c065829,22.8,50,430,27,15 days ago,-55,9.75,923200000,2
2279,16/1/2024,24e124725c065829,22.8,49.5,444,27,15 days ago,-55,7.25,922400000,2
2280,16/1/2024,24e124725c065829,22.8,48.5,440,27,15 days ago,-54,7.25,922000000,2
2281,16/1/2024,24e124725c065829,22.9,44.5,441,27,15 days ago,-53,7,922000000,2
2282,16/1/2024,24e124725c065829,22.8,44.5,445,27,15 days ago,-54,8.75,922600000,2
2283,16/1/2024,24e124725c065829,22.9,43,438,27,15 days ago,-55,10.5,922200000,2
2284,16/1/2024,24e124725c065829,22.8,43.5,456,27,15 days ago,-55,9.25,922200000,2
2285,16/1/2024,24e124725c065829,22.9,49.5,449,27,15 days ago,-55,9.25,922800000,2
2286,16/1/2024,24e124725c065829,23,46.5,448,27,15 days ago,-54,7,922000000,2
2287,17/1/2024,24e124725c065829,23,43.5,439,27,15 days ago,-54,10,923200000,2
2288,17/1/2024,24e124725c065829,22.9,42.5,445,27,15 days ago,-53,6.75,922000000,2
2289,17/1/2024,24e124725c065829,22.8,43.5,445,27,15 days ago,-54,11.75,922200000,2
2290,17/1/2024,24e124725c065829,22.9,42,447,27,15 days ago,-55,10.75,923400000,2
2291,17/1/2024,24e124725c065829,22.7,40,435,27,15 days ago,-52,7.25,922000000,2
2292,17/1/2024,24e124725c065829,22.8,47,445,27,15 days ago,-53,9.5,922600000,2
2293,17/1/2024,24e124725c065829,22.7,47,447,27,15 days ago,-54,10,923400000,2
2294,17/1/2024,24e124725c065829,22.9,48.5,447,27,15 days ago,-53,7.75,922200000,2
2295,17/1/2024,24e124725c065829,22.9,42,441,27,15 days ago,-53,8.25,922600000,2
2296,17/1/2024,24e124725c065829,22.8,40,439,27,15 days ago,-53,7.75,922000000,2
2297,17/1/2024,24e124725c065829,22.8,42.5,446,27,15 days ago,-53,6.25,922000000,2
2298,17/1/2024,24e124725c065829,22.8,48,451,27,15 days ago,-53,9.25,922600000,2
2299,17/1/2024,24e124725c065829,22.9,48.5,443,27,15 days ago,-53,7,922000000,2
2300,17/1/2024,24e124725c065829,22.9,46,444,27,15 days ago,-54,9.25,922200000,2
2301,17/1/2024,24e124725c065829,23,40,438,27,15 days ago,-54,9,922800000,2
2302,17/1/2024,24e124725c065829,22.8,46.5,445,27,15 days ago,-54,8.75,923200000,2
2303,17/1/2024,24e124725c065829,22.9,45.5,439,27,15 days ago,-55,10.25,923400000,2
2304,17/1/2024,24e124725c065829,22.8,49,443,27,15 days ago,-54,10.75,922600000,2
2305,17/1/2024,24e124725c065829,22.8,42.5,444,27,15 days ago,-53,7,922000000,2
2306,17/1/2024,24e124725c065829,22.8,48,435,27,15 days ago,-55,9.5,923400000,2
2307,17/1/2024,24e124725c065829,23,45,454,27,15 days ago,-55,7.5,923400000,2
2308,17/1/2024,24e124725c065829,22.9,40,439,27,15 days ago,-56,9,922600000,2
2309,17/1/2024,24e124725c065829,22.8,39.5,438,27,15 days ago,-56,9.5,922800000,2
2310,17/1/2024,24e124725c065829,22.9,48,442,27,15 days ago,-55,9.75,922800000,2
2311,17/1/2024,24e124725c065829,22.9,46.5,438,27,15 days ago,-56,7.5,922400000,2
2312,17/1/2024,24e124725c065829,22.8,47,444,27,15 days ago,-55,8,922600000,2
2313,17/1/2024,24e124725c065829,22.8,41,443,27,15 days ago,-57,7,922600000,2
2314,17/1/2024,24e124725c065829,22.8,41,444,27,15 days ago,-56,8.25,922400000,2
2315,17/1/2024,24e124725c065829,22.8,45,447,27,15 days ago,-55,8.75,923200000,2
2316,17/1/2024,24e124725c065829,22.7,48,445,27,15 days ago,-55,10,922600000,2
2317,17/1/2024,24e124725c065829,23,45,450,27,15 days ago,-57,7,922400000,2
2318,17/1/2024,24e124725c065829,22.8,41,449,27,15 days ago,-55,9.75,922800000,2
2319,17/1/2024,24e124725c065829,22.8,48,446,27,15 days ago,-56,8.25,922400000,2
2320,17/1/2024,24e124725c065829,22.9,46.5,443,27,15 days ago,-57,7.75,922400000,2
2321,17/1/2024,24e124725c065829,22.9,46,437,27,15 days ago,-56,8.5,923400000,2
2322,17/1/2024,24e124725c065829,23,42.5,444,27,15 days ago,-57,6.75,922400000,2
2323,17/1/2024,24e124725c065829,22.9,48,441,27,15 days ago,-56,9.75,922600000,2
2324,17/1/2024,24e124725c065829,22.9,45,450,27,15 days ago,-54,8.75,922800000,2
2325,17/1/2024,24e124725c065829,22.9,40,451,27,15 days ago,-53,7.25,922000000,2
2326,17/1/2024,24e124725c065829,22.8,41.5,440,27,15 days ago,-54,11,922800000,2
2327,17/1/2024,24e124725c065829,22.9,49,449,27,15 days ago,-55,11.25,923200000,2
2328,17/1/2024,24e124725c065829,22.9,47,442,27,15 days ago,-54,8.5,922600000,2
2329,17/1/2024,24e124725c065829,23,40,446,27,15 days ago,-56,10.25,922400000,2
2330,17/1/2024,24e124725c065829,22.9,41,451,27,15 days ago,-54,8.5,923200000,2
2331,17/1/2024,24e124725c065829,22.8,48.5,459,27,15 days ago,-54,6.5,922000000,2
2332,17/1/2024,24e124725c065829,22.8,46.5,450,27,15 days ago,-55,9.75,922200000,2
2333,17/1/2024,24e124725c065829,22.8,42.5,475,27,15 days ago,-52,9.75,922400000,2
2334,17/1/2024,24e124725c065829,22.8,46,484,27,15 days ago,-51,8.25,923200000,2
2335,17/1/2024,24e124725c065829,22.7,46.5,515,27,15 days ago,-58,9.5,923200000,2
2336,17/1/2024,24e124725c065829,22.6,49.5,518,27,15 days ago,-56,8.5,923400000,2
2337,17/1/2024,24e124725c065829,22.6,46.5,546,27,15 days ago,-56,8.75,922800000,2
2338,17/1/2024,24e124725c065829,22.6,49.5,571,27,15 days ago,-56,8,922200000,2
2339,17/1/2024,24e124725c065829,22.8,50.5,598,27,15 days ago,-58,8.5,923400000,2
2340,17/1/2024,24e124725c065829,22.7,51.5,618,27,15 days ago,-56,9,923200000,2
2341,17/1/2024,24e124725c065829,22.9,43,642,27,15 days ago,-56,10,922800000,2
2342,17/1/2024,24e124725c065829,22.7,47.5,655,27,15 days ago,-56,7.25,922400000,2
2343,17/1/2024,24e124725c065829,22.7,49.5,672,27,15 days ago,-56,7.75,923200000,2
2344,17/1/2024,24e124725c065829,22.8,51,667,27,15 days ago,-53,9,922800000,2
2345,17/1/2024,24e124725c065829,22.7,52,677,27,15 days ago,-54,9.5,922800000,2
2346,17/1/2024,24e124725c065829,22.7,46.5,678,27,15 days ago,-56,7.5,923400000,2
2347,17/1/2024,24e124725c065829,22.8,45,666,27,15 days ago,-53,7.5,922000000,2
2348,17/1/2024,24e124725c065829,22.8,42.5,668,27,15 days ago,-57,8,922600000,2
2349,17/1/2024,24e124725c065829,22.7,45,670,27,15 days ago,-58,7,923400000,2
2350,17/1/2024,24e124725c065829,22.8,51.5,674,27,15 days ago,-56,11,922800000,2
2351,17/1/2024,24e124725c065829,22.9,43,667,27,15 days ago,-56,9.75,922600000,2
2352,17/1/2024,24e124725c065829,23,47.5,666,27,15 days ago,-56,7.75,922000000,2
2353,17/1/2024,24e124725c065829,22.9,50.5,683,27,15 days ago,-57,8.75,922400000,2
2354,17/1/2024,24e124725c065829,22.8,48.5,678,27,15 days ago,-56,6.25,922000000,2
2355,17/1/2024,24e124725c065829,22.8,52.5,653,27,15 days ago,-56,7.75,922400000,2
2356,17/1/2024,24e124725c065829,23,50.5,649,27,15 days ago,-57,8.25,923400000,2
2357,17/1/2024,24e124725c065829,22.8,43.5,646,27,15 days ago,-57,7.25,922600000,2
2358,17/1/2024,24e124725c065829,22.8,44,646,27,15 days ago,-56,8.75,922200000,2
2359,17/1/2024,24e124725c065829,22.8,42.5,634,27,15 days ago,-57,7.75,922600000,2
2360,17/1/2024,24e124725c065829,22.9,43,628,27,14 days ago,-57,7.25,922000000,2
2361,17/1/2024,24e124725c065829,22.8,41,615,27,14 days ago,-56,9.25,923200000,2
2362,17/1/2024,24e124725c065829,22.8,44.5,627,27,14 days ago,-55,9,922800000,2
2363,17/1/2024,24e124725c065829,22.7,47.5,614,27,14 days ago,-56,11,923400000,2
2364,17/1/2024,24e124725c065829,22.8,51.5,593,27,14 days ago,-56,6,922200000,2
2365,17/1/2024,24e124725c065829,22.9,48,597,27,14 days ago,-57,8.75,922400000,2
2366,17/1/2024,24e124725c065829,22.9,45,591,27,14 days ago,-55,10.75,923200000,2
2367,17/1/2024,24e124725c065829,22.9,48.5,562,27,14 days ago,-57,9.75,922200000,2
2368,17/1/2024,24e124725c065829,22.9,43.5,558,27,14 days ago,-57,11.5,923200000,2
2369,17/1/2024,24e124725c065829,22.9,45.5,548,27,14 days ago,-57,8.25,922600000,2
2370,17/1/2024,24e124725c065829,22.9,45,531,27,14 days ago,-57,8,922600000,2
2371,17/1/2024,24e124725c065829,22.9,44,532,27,14 days ago,-60,9.75,923400000,2
2372,17/1/2024,24e124725c065829,22.9,47.5,531,27,14 days ago,-56,8.5,922400000,2
2373,17/1/2024,24e124725c065829,22.9,43,529,27,14 days ago,-54,8,922200000,2
2374,17/1/2024,24e124725c065829,22.7,44,533,27,14 days ago,-58,8.75,923400000,2
2375,17/1/2024,24e124725c065829,22.8,41,548,27,14 days ago,-55,7.75,922600000,2
2376,17/1/2024,24e124725c065829,22.8,51,554,27,14 days ago,-58,10.25,923200000,2
2377,17/1/2024,24e124725c065829,22.9,51.5,583,27,14 days ago,-57,8.25,923400000,2
2378,17/1/2024,24e124725c065829,22.8,53,596,27,14 days ago,-55,8.75,922800000,2
2379,17/1/2024,24e124725c065829,22.9,49,601,27,14 days ago,-56,6.75,922000000,2
2380,17/1/2024,24e124725c065829,22.9,44.5,607,27,14 days ago,-58,10.25,923200000,2
2381,17/1/2024,24e124725c065829,22.9,44,605,27,14 days ago,-58,8.75,922600000,2
2382,17/1/2024,24e124725c065829,22.8,43,605,27,14 days ago,-59,10.25,922400000,2
2383,17/1/2024,24e124725c065829,22.7,41.5,605,27,14 days ago,-59,8.75,922400000,2
2384,17/1/2024,24e124725c065829,22.7,41.5,598,27,14 days ago,-56,7.75,922200000,2
2385,17/1/2024,24e124725c065829,22.7,42.5,579,27,14 days ago,-55,6.5,922000000,2
2386,17/1/2024,24e124725c065829,22.9,42,588,27,14 days ago,-67,10.25,923400000,2
2387,17/1/2024,24e124725c065829,22.9,41,589,27,14 days ago,-67,9.75,922600000,2
2388,17/1/2024,24e124725c065829,22.8,42.5,579,27,14 days ago,-62,6.25,923400000,2
2389,17/1/2024,24e124725c065829,22.8,42.5,575,27,14 days ago,-60,10.75,922600000,2
2390,17/1/2024,24e124725c065829,22.9,42,577,27,14 days ago,-58,10.25,923200000,2
2391,17/1/2024,24e124725c065829,22.8,41.5,542,27,14 days ago,-62,8.5,923200000,2
2392,17/1/2024,24e124725c065829,22.9,42,529,27,14 days ago,-62,9,922400000,2
2393,17/1/2024,24e124725c065829,22.9,44,523,27,14 days ago,-61,9.5,922800000,2
2394,17/1/2024,24e124725c065829,22.8,47.5,515,27,14 days ago,-55,8.75,922200000,2
2395,17/1/2024,24e124725c065829,22.8,51,502,27,14 days ago,-62,9.75,923400000,2
